,D,pos,vel,des_vel,normals,dists,controller: [obstacle aware]
79,"[[ 16.0821209    1.69891983  -1.02407565]
 [  1.69891983  51.14730677 -21.1861092 ]
 [ -1.02407565 -21.1861092   28.77057232]]",[0.50606858 0.38049873 0.30632644],[ 0.10074268 -0.13103946  0.0005504 ],[-0.00703071 -0.14545163  0.0876754 ],"[[0.3288928 ]
 [0.92680977]
 [0.18125445]]",[1.64421353],
80,"[[ 16.06455696   1.50622098  -0.90877106]
 [  1.50622098  51.14263424 -21.20313658]
 [ -0.90877106 -21.20313658  28.7928088 ]]",[0.50797557 0.37795791 0.30626748],[ 0.09491465 -0.12876717 -0.00515015],[-0.00626186 -0.14609969  0.08814853],"[[0.32554128]
 [0.92658809]
 [0.18830131]]",[1.63449151],
81,"[[ 16.0411954    1.1919776   -0.74489711]
 [  1.1919776   50.48954211 -21.55339175]
 [ -0.74489711 -21.55339175  29.46926249]]",[0.51065808 0.3743104  0.30617968],[ 9.74069876e-02 -1.32805847e-01  7.41717800e-05],[-0.00502024 -0.14525913  0.09077612],"[[0.33418146]
 [0.92286698]
 [0.19141393]]",[1.60948817],
82,"[[ 18.284203    -5.92955473   8.32253215]
 [ -5.92955473  31.39251079 -21.60443265]
 [  8.32253215 -21.60443265  46.32328621]]",[0.51197795 0.37249829 0.30616343],[ 0.09879678 -0.13675629 -0.00275415],[ 0.04111659 -0.10673441  0.14980898],"[[0.3872878 ]
 [0.90559928]
 [0.17291068]]",[1.62180764],
83,"[[ 16.00205527   0.26650215  -0.1662081 ]
 [  0.26650215  50.55679626 -21.55186835]
 [ -0.1662081  -21.55186835  29.44114847]]",[0.51330114 0.37066948 0.30617587],[ 0.10014385 -0.13879509  0.00446329],[-0.00112582 -0.14598293  0.09104446],"[[0.38791191]
 [0.90485639]
 [0.17538317]]",[1.50354226],
84,"[[ 16.02281395   0.89194136  -0.54679937]
 [  0.89194136  50.87162565 -21.37784358]
 [ -0.54679937 -21.37784358  29.1055604 ]]",[0.51430518 0.36929362 0.30625059],[ 0.09855679 -0.13490495  0.00737131],[-0.00376651 -0.14725673  0.09027487],"[[0.38007805]
 [0.90495266]
 [0.19131483]]",[1.54089239],
85,"[[ 16.04874766   1.30390497  -0.79833783]
 [  1.30390497  50.87691687 -21.35398116]
 [ -0.79833783 -21.35398116  29.07433547]]",[0.51553826 0.36763866 0.30633374],[ 0.10450438 -0.13840897  0.00912714],[-0.00552011 -0.14765205  0.09040246],"[[0.3585705 ]
 [0.91225166]
 [0.19805077]]",[1.58185346],
86,"[[ 16.06393798   1.4906139   -0.91815317]
 [  1.4906139   50.75132856 -21.40530318]
 [ -0.91815317 -21.40530318  29.18473346]]",[0.51678883 0.36595037 0.30639069],[ 0.10389429 -0.13976315  0.00424181],[-0.0063384  -0.14776986  0.09101979],"[[0.35619077]
 [0.91184598]
 [0.20412015]]",[1.57430485],
87,"[[ 1.60000455e+01  3.80004562e-02 -2.72181496e-02]
 [ 3.80004562e-02  4.77244694e+01 -2.27229208e+01]
 [-2.72181496e-02 -2.27229208e+01  3.22754850e+01]]",[0.51814268 0.36411974 0.30642265],[ 0.10362166 -0.13983732  0.00356808],[-0.00016879 -0.14091425  0.10093103],"[[0.36132128]
 [0.90983914]
 [0.204058  ]]",[1.55251004],
88,"[[ 16.00734241  -0.47556162   0.35527872]
 [ -0.47556162  46.80171501 -23.01109546]
 [  0.35527872 -23.01109546  33.19094258]]",[0.51934335 0.36247691 0.30641158],[ 0.09739334 -0.13440084 -0.00166149],[ 0.00214824 -0.13913933  0.10394708],"[[0.37005275]
 [0.90698131]
 [0.20111156]]",[1.53040974],
89,"[[ 16.00035372  -0.10656809   0.0749775 ]
 [ -0.10656809  48.1067314  -22.58914671]
 [  0.0749775  -22.58914671  31.89291488]]",[0.52070707 0.36059626 0.3063483 ],[ 0.09768291 -0.13537063 -0.00465895],[ 0.00047301 -0.14250675  0.10026264],"[[0.3793745 ]
 [0.90357798]
 [0.19905233]]",[1.51287045],
90,"[[ 16.01260438   0.65385498  -0.42109998]
 [  0.65385498  49.91886175 -21.84464821]
 [ -0.42109998 -21.84464821  30.06853387]]",[0.52260123 0.35792006 0.30627299],[ 0.09933151 -0.14160189 -0.00160359],[-0.00283948 -0.14729883  0.09486436],"[[0.39226989]
 [0.89821267]
 [0.19833891]]",[1.49460533],
91,"[[ 16.01697551   0.76211809  -0.48343818]
 [  0.76211809  50.2154011  -21.70402627]
 [ -0.48343818 -21.70402627  29.76762339]]",[0.52381924 0.35616252 0.30623129],[ 0.10266435 -0.14745136 -0.00316558],[-0.00330564 -0.14840718  0.09413987],"[[0.39860438]
 [0.89523581]
 [0.19916676]]",[1.486702],
92,"[[ 18.57276247  -6.34970775   8.74955447]
 [ -6.34970775  31.67139949 -21.59434243]
 [  8.74955447 -21.59434243  45.75583804]]",[0.5247069  0.35485388 0.30620116],[ 0.09807197 -0.14492739 -0.00167541],[ 0.04543399 -0.11213338  0.15451375],"[[0.44980246]
 [0.87780049]
 [0.1647545 ]]",[1.51798869],
93,"[[ 16.0087507    0.54409861  -0.35201376]
 [  0.54409861  49.83081657 -21.88741653]
 [ -0.35201376 -21.88741653  30.16043273]]",[0.52536828 0.35386416 0.30617859],[ 0.09417906 -0.14245483 -0.00366799],[-0.00236123 -0.14681564  0.09498485],"[[0.46689707]
 [0.86721598]
 [0.1730421 ]]",[1.40243209],
94,"[[ 16.00634834   0.46479825  -0.29772936]
 [  0.46479825  50.03051793 -21.79845574]
 [ -0.29772936 -21.79845574  29.96313373]]",[0.52611753 0.35274727 0.30617603],[ 0.09342353 -0.13832567 -0.00160559],[-0.00202468 -0.14823834  0.09495497],"[[0.4132537 ]
 [0.89004776]
 [0.19244833]]",[1.45792211],
95,"[[ 16.02448354   0.91308366  -0.5838569 ]
 [  0.91308366  50.05233258 -21.77422531]
 [ -0.5838569  -21.77422531  29.92318388]]",[0.52786093 0.35020622 0.30622576],[ 0.09787944 -0.14423787  0.00075525],[-0.00399753 -0.14908311  0.09532884],"[[0.41705258]
 [0.88580668]
 [0.20350351]]",[1.46331635],
96,"[[ 16.02636787   0.94830204  -0.60471945]
 [  0.94830204  50.1050243  -21.74831504]
 [ -0.60471945 -21.74831504  29.86860783]]",[0.52864611 0.34903661 0.30621955],[ 0.09656713 -0.14299459  0.00139896],[-0.00416404 -0.1497568   0.0954979 ],"[[0.4133767 ]
 [0.88572473]
 [0.21121411]]",[1.46374613],
97,"[[ 16.00190029  -0.24622639   0.17488028]
 [ -0.24622639  47.90422375 -22.65971358]
 [  0.17488028 -22.65971358  32.09387595]]",[0.53029951 0.34655465 0.30620958],[ 9.69396859e-02 -1.45281784e-01 -6.80282507e-05],[ 0.00112165 -0.14533579  0.10322356],"[[0.42456759]
 [0.8804147 ]
 [0.21121627]]",[1.44266351],
98,"[[ 16.00877567  -0.52454966   0.38210302]
 [ -0.52454966  47.35400491 -22.83951531]
 [  0.38210302 -22.83951531  32.63721942]]",[0.53107953 0.34537698 0.3061941 ],[ 0.09664909 -0.14831991 -0.00618555],[ 0.00241365 -0.14427132  0.10509302],"[[0.43847885]
 [0.87494551]
 [0.20544257]]",[1.42586664],
99,"[[ 16.00883544  -0.53039077   0.3777678 ]
 [ -0.53039077  47.83932951 -22.67738077]
 [  0.3777678  -22.67738077  32.15183506]]",[0.531966   0.34404395 0.30615415],[ 0.09900819 -0.15073434 -0.00619453],[ 0.00242717 -0.14570297  0.10377611],"[[0.44004178]
 [0.87410353]
 [0.20568483]]",[1.41441639],
100,"[[ 1.60001036e+01 -5.84614886e-02  3.94468005e-02]
 [-5.84614886e-02  4.89831473e+01 -2.22553285e+01]
 [ 3.94468005e-02 -2.22553285e+01  3.10167490e+01]]",[0.53347084 0.34177693 0.306076  ],[ 0.10120416 -0.15376044 -0.00517529],[ 0.00026371 -0.14877996  0.10038905],"[[0.44870699]
 [0.86979445]
 [0.20523072]]",[1.39900989],
101,"[[ 16.00786333   0.51412258  -0.33623832]
 [  0.51412258  49.614495   -21.98402065]
 [ -0.33623832 -21.98402065  30.37764166]]",[0.53496225 0.33949595 0.30601234],[ 0.10006188 -0.15618956 -0.00562557],[-0.00230095 -0.15044132  0.09838925],"[[0.46518215]
 [0.86215261]
 [0.2007447 ]]",[1.38582645],
102,"[[ 16.00677269   0.47692592  -0.31238568]
 [  0.47692592  49.58464743 -21.99788797]
 [ -0.31238568 -21.99788797  30.40857988]]",[0.53582738 0.33816075 0.3059724 ],[ 0.09526887 -0.14927876 -0.00582897],[-0.0021399  -0.15068943  0.09870132],"[[0.46989602]
 [0.85949168]
 [0.20117601]]",[1.37829732],
103,"[[ 16.00382849   0.35886417  -0.23445516]
 [  0.35886417  49.63822184 -21.97671259]
 [ -0.23445516 -21.97671259  30.35794967]]",[0.53686203 0.33653702 0.30591192],[ 0.09476825 -0.1481447  -0.00299404],[-0.00161471 -0.15135552  0.09888444],"[[0.46847388]
 [0.85910524]
 [0.2060835 ]]",[1.37300024],
104,"[[ 16.0019911    0.25889971  -0.16893755]
 [  0.25889971  49.66429405 -21.96666546]
 [ -0.16893755 -21.96666546  30.33371485]]",[0.53770782 0.33519374 0.30587018],[ 0.09384394 -0.14840749 -0.00400115],[-0.001168   -0.1518729   0.09910029],"[[0.46862503]
 [0.85825166]
 [0.20927175]]",[1.3676709],
105,"[[ 1.60000122e+01  2.01244650e-02 -1.33669908e-02]
 [ 2.01244650e-02  4.93059668e+01 -2.21223547e+01]
 [-1.33669908e-02 -2.21223547e+01  3.06940210e+01]]",[0.53865705 0.33367499 0.30581943],[ 0.09509283 -0.15183178 -0.00325825],[-9.15550809e-05 -1.51523555e-01  1.00644364e-01],"[[0.47494311]
 [0.85453548]
 [0.21023359]]",[1.35801812],
106,"[[ 1.60000833e+01 -5.26193169e-02  3.50556732e-02]
 [-5.26193169e-02  4.92446286e+01 -2.21480038e+01]
 [ 3.50556732e-02 -2.21480038e+01  3.07552882e+01]]",[0.5396053  0.3321456  0.30576374],[ 0.09346945 -0.15305127 -0.00787993],[ 0.00024029 -0.15181224  0.10113929],"[[0.48170164]
 [0.85069761]
 [0.21042124]]",[1.34803118],
107,"[[ 16.00071882  -0.15448896   0.10313027]
 [ -0.15448896  49.20294913 -22.16487899]
 [  0.10313027 -22.16487899  30.79633205]]",[0.54196526 0.32827846 0.30558982],[ 0.08849752 -0.14591565 -0.0074721 ],[ 0.00071048 -0.15269689  0.10193396],"[[0.49452469]
 [0.84311567]
 [0.21119019]]",[1.32645787],
108,"[[ 1.60000818e+01  5.23440420e-02 -3.44350111e-02]
 [ 5.23440420e-02  4.95012770e+01 -2.20391242e+01]
 [-3.44350111e-02 -2.20391242e+01  3.04986412e+01]]",[0.54251314 0.32738082 0.30555369],[ 0.08864388 -0.14680331 -0.00774225],[-0.00023983 -0.15349829  0.10098026],"[[0.50245815]
 [0.83901008]
 [0.20880106]]",[1.32151283],
109,"[[ 1.60000636e+01 -4.61694865e-02  3.03537427e-02]
 [-4.61694865e-02  4.95141374e+01 -2.20335893e+01]
 [ 3.03537427e-02 -2.20335893e+01  3.04857990e+01]]",[0.54325435 0.32615973 0.30549593],[ 0.0921198  -0.15381599 -0.00908468],[ 0.00021202 -0.15390332  0.10118245],"[[0.50117685]
 [0.83902771]
 [0.21178829]]",[1.3158126],
110,"[[ 16.00037956  -0.11256651   0.07448198]
 [ -0.11256651  49.3838799  -22.08914047]
 [  0.07448198 -22.08914047  30.61574054]]",[0.54420569 0.32458109 0.30542557],[ 0.09566311 -0.15957327 -0.00644266],[ 0.00051927 -0.15399987  0.10189723],"[[0.50718095]
 [0.83527396]
 [0.21233205]]",[1.30645096],
111,"[[ 16.00060419  -0.14192997   0.09411012]
 [ -0.14192997  49.34061104 -22.10730289]
 [  0.09411012 -22.10730289  30.65878477]]",[0.54515828 0.3229749  0.30536076],[ 0.0958133  -0.16195344 -0.00582992],[ 0.00065691 -0.15431483  0.1023222 ],"[[0.51276099]
 [0.83170297]
 [0.2129468 ]]",[1.29726406],
112,"[[ 16.00093803  -0.17675902   0.1173917 ]
 [ -0.17675902  49.30783661 -22.120871  ]
 [  0.1173917  -22.120871    30.69122536]]",[0.54610401 0.32137288 0.30530481],[ 0.09374724 -0.15920929 -0.00582419],[ 0.00082076 -0.15466134  0.10271587],"[[0.51800356]
 [0.82832111]
 [0.21343956]]",[1.28868568],
113,"[[ 16.00060767   0.14332702  -0.09287105]
 [  0.14332702  49.80572006 -21.90496089]
 [ -0.09287105 -21.90496089  30.19367228]]",[0.5470416  0.31979343 0.30525349],[ 0.09346564 -0.15812584 -0.00573489],[-0.00066299 -0.15637526  0.10132587],"[[0.53890853]
 [0.81240419]
 [0.22265899]]",[1.27741556],
114,"[[ 16.02821438   0.9807651   -0.62577481]
 [  0.9807651   50.09254805 -21.7526682 ]
 [ -0.62577481 -21.7526682   29.87923757]]",[0.5480639  0.31805924 0.30519075],[ 0.0913141  -0.15605065 -0.00618361],[-0.00450379 -0.1565569   0.09989075],"[[0.56761757]
 [0.79179085]
 [0.22556051]]",[1.28497242],
115,"[[ 16.04971808   1.29658188  -0.83837434]
 [  1.29658188  49.81314126 -21.86369443]
 [ -0.83837434 -21.86369443  30.13714065]]",[0.54889201 0.31664358 0.30513559],[ 0.08834397 -0.15203708 -0.00493936],[-0.00596733 -0.15562005  0.10062446],"[[0.56586585]
 [0.79460501]
 [0.21999711]]",[1.30238295],
116,"[[ 16.03003771   0.99257885  -0.67505179]
 [  0.99257885  48.79920004 -22.30670002]
 [ -0.67505179 -22.30670002  31.17076225]]",[0.55006023 0.31461844 0.30505555],[ 0.08731731 -0.15201784 -0.00528079],[-0.00465553 -0.15383936  0.10462598],"[[0.56808134]
 [0.79149836]
 [0.22541947]]",[1.29045435],
117,"[[ 16.74638296  -4.04009943   4.35280268]
 [ -4.04009943  37.86867103 -23.56130373]
 [  4.35280268 -23.56130373  41.38494601]]",[0.55067993 0.31352329 0.30500413],[ 0.08817941 -0.15577297 -0.0072974 ],[ 0.02440837 -0.13212018  0.14234627],"[[0.53355393]
 [0.81476201]
 [0.22689881]]",[1.27190761],
118,"[[ 16.8513299   -4.31516736   4.63879331]
 [ -4.31516736  37.87244836 -23.5128232 ]
 [  4.63879331 -23.5128232   41.27622174]]",[0.5515581  0.31196777 0.30494   ],[ 0.08795316 -0.15497868 -0.00469298],[ 0.02623313 -0.13296882  0.14294112],"[[0.54832373]
 [0.80718791]
 [0.21860642]]",[1.23890912],
119,"[[ 16.2672713   -2.73479594   2.29749417]
 [ -2.73479594  43.98321009 -23.50861392]
 [  2.29749417 -23.50861392  35.74951861]]",[0.55246505 0.31038816 0.30491357],[ 0.09150174 -0.15823053 -0.00160678],[ 0.01431482 -0.14647326  0.12305176],"[[0.55968884]
 [0.80066327]
 [0.21374454]]",[1.21983629],
120,"[[ 16.0096466   -0.56679747   0.37640979]
 [ -0.56679747  49.30286323 -22.1164074 ]
 [  0.37640979 -22.1164074   30.68749017]]",[0.55341543 0.30877521 0.30492595],[ 0.09544609 -0.16020859  0.00473827],[ 0.00269447 -0.15831685  0.1051381 ],"[[0.56708838]
 [0.79567297]
 [0.21287388]]",[1.21344286],
121,"[[ 16.00768706  -0.50651103   0.33521075]
 [ -0.50651103  49.37472432 -22.08750757]
 [  0.33521075 -22.08750757  30.61758862]]",[0.55474832 0.30649374 0.30496074],[ 0.09367352 -0.16188772  0.00226593],[ 0.00241383 -0.15905045  0.10526013],"[[0.57328511]
 [0.79048324]
 [0.21559323]]",[1.20933179],
122,"[[ 16.00564074  -0.43421957   0.28666584]
 [ -0.43421957  49.42583902 -22.06728375]
 [  0.28666584 -22.06728375  30.56852024]]",[0.55567512 0.30486353 0.30497995],[ 0.09064926 -0.16068656  0.00016402],[ 0.00207302 -0.15957933  0.1053521 ],"[[0.57610458]
 [0.78753334]
 [0.21884868]]",[1.20773066],
123,"[[ 16.00298969  -0.31623081   0.20855304]
 [ -0.31623081  49.4489016  -22.05942557]
 [  0.20855304 -22.05942557  30.5481087 ]]",[0.55659628 0.30322781 0.30500504],[ 0.09209376 -0.16444825  0.00314717],[ 0.0015122  -0.15995137  0.10548733],"[[0.58527075]
 [0.78094906]
 [0.21812085]]",[1.2047666],
124,"[[ 16.0027388   -0.30274296   0.19950314]
 [ -0.30274296  49.46478978 -22.05280257]
 [  0.19950314 -22.05280257  30.53247142]]",[0.55761117 0.30140969 0.3050336 ],[ 0.0928081  -0.16756744  0.00317291],[ 0.00145164 -0.16046175  0.10574193],"[[0.59158518]
 [0.77598879]
 [0.21878841]]",[1.19760759],
125,"[[ 16.02770043  -0.94623723   0.65839851]
 [ -0.94623723  48.3231368  -22.49066537]
 [  0.65839851 -22.49066537  31.64916277]]",[0.55826506 0.30022376 0.30503079],[ 0.09435377 -0.17179949 -0.00069576],[ 0.00463667 -0.15838718  0.11020691],"[[0.59065796]
 [0.77578873]
 [0.22197977]]",[1.18910663],
126,"[[ 16.01715368  -0.74295285   0.52067574]
 [ -0.74295285  48.17846513 -22.55129108]
 [  0.52067574 -22.55129108  31.80438119]]",[0.5590033  0.29886168 0.30501413],[ 0.09139958 -0.16982945 -0.00476605],[ 0.00364885 -0.15803729  0.11075559],"[[0.60489022]
 [0.76655362]
 [0.21564639]]",[1.18308184],
127,"[[ 16.01843453  -0.77007425   0.53991058]
 [ -0.77007425  48.16866557 -22.55393288]
 [  0.53991058 -22.55393288  31.8128999 ]]",[0.55990686 0.2971806  0.30499013],[ 0.08879181 -0.16793286 -0.00457462],[ 0.00379471 -0.15851805  0.11113937],"[[0.61057974]
 [0.76186762]
 [0.21621776]]",[1.17567413],
128,"[[ 16.0217083   -0.84117993   0.57787834]
 [ -0.84117993  48.59507863 -22.39234333]
 [  0.57787834 -22.39234333  31.38321308]]",[0.56078931 0.2955289  0.30497123],[ 0.08716147 -0.16551451 -0.00355157],[ 0.00413864 -0.16036909  0.11017122],"[[0.60544061]
 [0.76382092]
 [0.22364989]]",[1.1635668],
129,"[[ 16.00329273  -0.3306854    0.22065249]
 [ -0.3306854   49.21035241 -22.1598749 ]
 [  0.22065249 -22.1598749   30.78635485]]",[0.56166137 0.29389564 0.30495178],[ 0.08710236 -0.1627207  -0.00216503],[ 0.00161159 -0.16184976  0.10799555],"[[0.620634  ]
 [0.75344848]
 [0.21709175]]",[1.15985041],
130,"[[ 16.00689278  -0.4803535    0.31633289]
 [ -0.4803535   49.47552763 -22.04503655]
 [  0.31633289 -22.04503655  30.51757959]]",[0.56252539 0.29227118 0.30491332],[ 0.08699244 -0.16386325 -0.00429589],[ 0.00234425 -0.16336962  0.10758574],"[[0.61624385]
 [0.75476933]
 [0.22487058]]",[1.14954067],
131,"[[ 16.0053377   -0.4232317    0.27758985]
 [ -0.4232317   49.55846346 -22.01037599]
 [  0.27758985 -22.01037599  30.43619884]]",[0.56339691 0.29061336 0.30486557],[ 0.08861038 -0.16823248 -0.00383314],[ 0.00206839 -0.16400453  0.10756754],"[[0.62840337]
 [0.74554783]
 [0.22196315]]",[1.14550737],
132,"[[ 16.00810399  -0.52212374   0.34104643]
 [ -0.52212374  49.63937864 -21.97293258]
 [  0.34104643 -21.97293258  30.35251736]]",[0.56470578 0.28807432 0.30479845],[ 0.08637535 -0.16870399 -0.00474391],[ 0.00256296 -0.16512603  0.1078588 ],"[[0.6328136 ]
 [0.74080978]
 [0.22527274]]",[1.13416166],
133,"[[ 16.01489326  -0.70400305   0.46801084]
 [ -0.70400305  49.27817096 -22.12283714]
 [  0.46801084 -22.12283714  30.70693578]]",[0.5654917  0.28653344 0.30474962],[ 0.08772641 -0.17329856 -0.00686061],[ 0.00348634 -0.16479921  0.10955608],"[[0.63847568]
 [0.73593653]
 [0.22526925]]",[1.12732049],
134,"[[ 16.01664389  -0.7441359    0.49486532]
 [ -0.7441359   49.26975127 -22.12505307]
 [  0.49486532 -22.12505307  30.71360484]]",[0.56609772 0.28533398 0.30470069],[ 0.08550651 -0.16946434 -0.0074993 ],[ 0.00369586 -0.16523898  0.10988724],"[[0.64160693]
 [0.73291316]
 [0.22622745]]",[1.12126402],
135,"[[ 16.01144362  -0.61941962   0.40679479]
 [ -0.61941962  49.52791858 -22.01897107]
 [  0.40679479 -22.01897107  30.4606378 ]]",[0.56686591 0.2837994  0.30464374],[ 0.08393129 -0.16866722 -0.00522105],[ 0.0030724  -0.16630258  0.10921679],"[[0.64716919]
 [0.72783508]
 [0.2267777 ]]",[1.11423623],
136,"[[ 16.01039041  -0.59100591   0.38645019]
 [ -0.59100591  49.61638033 -21.98126341]
 [  0.38645019 -21.98126341  30.37322926]]",[0.56770952 0.2820981  0.30458341],[ 0.08082269 -0.16361356 -0.00699252],[ 0.00293644 -0.16702474  0.10921505],"[[0.65207988]
 [0.72338706]
 [0.22694273]]",[1.10751757],
137,"[[ 16.00054308   0.13621023  -0.08668503]
 [  0.13621023  50.16300377 -21.74154551]
 [ -0.08668503 -21.74154551  29.83645315]]",[0.5690641  0.27935806 0.30450863],[ 0.08453875 -0.17210981 -0.00259215],[-0.00067187 -0.16851241  0.10724233],"[[0.68101787]
 [0.69508538]
 [0.23037138]]",[1.10698153],
138,"[[ 16.00274695  -0.3053373    0.19650738]
 [ -0.3053373   49.93978497 -21.84278929]
 [  0.19650738 -21.84278929  30.05746808]]",[0.56981648 0.27780978 0.30446286],[ 0.08416278 -0.17360572 -0.00381305],[ 0.00151698 -0.16862015  0.10851967],"[[0.66781157]
 [0.70867777]
 [0.22760389]]",[1.10697894],
139,"[[ 16.12218077  -1.93663059   1.44886541]
 [ -1.93663059  46.69663018 -22.96529134]
 [  1.44886541 -22.96529134  33.18118905]]",[0.57065115 0.27608813 0.30441585],[ 0.08284384 -0.17161094 -0.00577774],[ 0.01023956 -0.16230244  0.1214245 ],"[[0.67064965]
 [0.70532872]
 [0.22965287]]",[1.09204337],
140,"[[ 16.16099831  -2.20400267   1.68652622]
 [ -2.20400267  46.17191763 -23.08787138]
 [  1.68652622 -23.08787138  33.66708406]]",[0.57157671 0.2741841  0.30437204],[ 0.08367206 -0.17282367 -0.00384083],[ 0.01183527 -0.16202014  0.12397953],"[[0.67888911]
 [0.69760289]
 [0.22904103]]",[1.07752142],
141,"[[ 16.06197087  -1.39627797   1.01052913]
 [ -1.39627797  47.45981684 -22.76843298]
 [  1.01052913 -22.76843298  32.47821229]]",[0.57259764 0.27208253 0.30431366],[ 0.08410431 -0.17490408 -0.00577689],[ 0.00732155 -0.1649634   0.11938906],"[[0.69430302]
 [0.68456371]
 [0.22207169]]",[1.07152856],
142,"[[ 16.00929927  -0.55594682   0.37040752]
 [ -0.55594682  49.2366719  -22.14440822]
 [  0.37040752 -22.14440822  30.75402883]]",[0.57387506 0.26945732 0.30425413],[ 0.08225495 -0.17131195 -0.00452114],[ 0.00283778 -0.1696538   0.11303427],"[[0.70057246]
 [0.67777511]
 [0.22320198]]",[1.06153364],
143,"[[ 16.00505653  -0.41481494   0.26573778]
 [ -0.41481494  50.0295303  -21.79991859]
 [  0.26573778 -21.79991859  29.96541317]]",[0.57497284 0.26716471 0.30420684],[ 0.08317567 -0.17484274 -0.00321707],[ 0.00210492 -0.17267788  0.1106205 ],"[[0.69804228]
 [0.67749641]
 [0.23180939]]",[1.04840045],
144,"[[ 16.00493032  -0.41042769   0.26111373]
 [ -0.41042769  50.16628794 -21.73656225]
 [  0.26111373 -21.73656225  29.82878174]]",[0.57573636 0.26554985 0.3041827 ],[ 0.08352657 -0.17784833 -0.00382349],[ 0.00208601 -0.17365127  0.11047679],"[[0.70436662]
 [0.67088641]
 [0.23190316]]",[1.04515878],
145,"[[ 16.0037605   -0.35930995   0.22668477]
 [ -0.35930995  50.33155371 -21.6594066 ]
 [  0.22668477 -21.6594066   29.6646858 ]]",[0.57701826 0.26280876 0.30413153],[ 0.08432854 -0.18190211 -0.0044603 ],[ 0.00183193 -0.17503845  0.11042987],"[[0.71497159]
 [0.65955047]
 [0.23196724]]",[1.03748382],
146,"[[ 16.00317083  -0.33052541   0.20722674]
 [ -0.33052541  50.4537285  -21.60116463]
 [  0.20722674 -21.60116463  29.54310066]]",[0.57802291 0.26061909 0.30408536],[ 0.08223162 -0.18057368 -0.00400544],[ 0.00168979 -0.17614274  0.11043474],"[[0.72223134]
 [0.65130066]
 [0.23278607]]",[1.03019795],
147,"[[ 16.00329632  -0.3369721    0.21133447]
 [ -0.3369721   50.44757303 -21.60404286]
 [  0.21133447 -21.60404286  29.54913066]]",[0.57898947 0.25847581 0.30403501],[ 0.0784179  -0.17558668 -0.00275441],[ 0.00172992 -0.17684448  0.11090928],"[[0.72891706]
 [0.64369785]
 [0.23309441]]",[1.02311808],
