,D,pos,vel,des_vel,normals,dists,controller: [obstacle aware]
3847,"[[16.03476345  0.21472126 -0.60962802]
 [ 0.21472126 17.32625579 -3.76545236]
 [-0.60962802 -3.76545236 26.69072163]]",[0.44443599 0.41876794 0.36306338],[ 0.03961188 -0.0348863   0.11845269],[-0.01997824 -0.15863251  0.06421252],"[[0.10730322]
 [0.9358257 ]
 [0.33573245]]",[2.1252526],
3848,"[[16.07712404  0.55724181 -0.52952441]
 [ 0.55724181 20.17313588 -2.78308251]
 [-0.52952441 -2.78308251 27.0384648 ]]",[0.44494671 0.41827311 0.3641682 ],[ 0.02842721 -0.02901939  0.09593987],[-0.02051406 -0.15909639  0.06363799],"[[0.10817924]
 [0.93416339]
 [0.34005296]]",[2.14087582],
3849,"[[16.04285314  0.24404001 -0.67549594]
 [ 0.24404001 17.38975872 -3.84681333]
 [-0.67549594 -3.84681333 26.64787184]]",[0.44523925 0.41800209 0.36526194],[ 0.04068994 -0.03506837  0.12018203],[-0.02053152 -0.15944998  0.06312403],"[[0.10606032]
 [0.93303071]
 [0.34380939]]",[2.15087985],
3850,"[[16.03710437  0.2456777  -0.67126656]
 [ 0.2456777  17.6266961  -4.44463097]
 [-0.67126656 -4.44463097 28.14409039]]",[0.44542079 0.41816448 0.36751089],[0.01312683 0.01394846 0.16809409],[-0.01774997 -0.15334255  0.06962907],"[[0.09607043]
 [0.93301179]
 [0.34678447]]",[2.14202727],
3851,"[[16.02090533  0.18904404 -0.5258264 ]
 [ 0.18904404 17.70949971 -4.75497704]
 [-0.5258264  -4.75497704 29.22597861]]",[0.4454835  0.41857778 0.36970951],[-0.00217641  0.0410703   0.16405951],[-0.01381629 -0.14917091  0.07506535],"[[0.08038331]
 [0.93696502]
 [0.34005157]]",[2.17688875],
3852,"[[16.02604318  0.21421103 -0.58325164]
 [ 0.21421103 17.7619341  -4.79737646]
 [-0.58325164 -4.79737646 29.06224839]]",[0.44530656 0.41972992 0.37271049],[-0.02233469  0.08478697  0.17925712],[-0.01428373 -0.15014935  0.07364942],"[[0.07936704]
 [0.93457981]
 [0.34678732]]",[2.19783505],
3853,"[[16.06407621  0.31439958 -0.85522363]
 [ 0.31439958 17.54264903 -4.19628385]
 [-0.85522363 -4.19628385 27.41464963]]",[0.44495717 0.42095419 0.375383  ],[-0.01585316  0.08170496  0.21690337],[-0.01953889 -0.1562891   0.06598464],"[[0.09108906]
 [0.93245449]
 [0.34961609]]",[2.18185078],
3854,"[[16.11144361  0.4339965  -1.08718871]
 [ 0.4339965  17.69011889 -4.23385489]
 [-1.08718871 -4.23385489 26.60607471]]",[0.44420521 0.42306723 0.37948889],[-0.05422306  0.1255672   0.21588413],[-0.02286564 -0.16142768  0.05905431],"[[0.09207697]
 [0.92150431]
 [0.37729515]]",[2.17212277],
3855,"[[16.16412784  0.52491881 -1.30223876]
 [ 0.52491881 17.6788118  -4.16486083]
 [-1.30223876 -4.16486083 26.33234678]]",[0.44316866 0.42545385 0.38315148],[-0.06752725  0.14433555  0.21763493],[-0.02379733 -0.16202466  0.05695721],"[[0.08036028]
 [0.9209327 ]
 [0.38134655]]",[2.22626197],
3856,"[[16.19860021  0.5697071  -1.402189  ]
 [ 0.5697071  17.63426903 -4.02233722]
 [-1.402189   -4.02233722 25.89995918]]",[0.44023376 0.43062994 0.39014086],[-0.08612405  0.13839999  0.19019593],[-0.02263982 -0.16355897  0.05429455],"[[0.05959044]
 [0.92183286]
 [0.38297932]]",[2.35888379],
3857,"[[16.12283954  0.50220679 -1.14009094]
 [ 0.50220679 18.05317979 -4.66105146]
 [-1.14009094 -4.66105146 26.58134355]]",[0.43861649 0.43301528 0.39283404],[-0.1043331   0.15052189  0.15468018],[-0.02208543 -0.16283797  0.05509156],"[[0.08281967]
 [0.9086807 ]
 [0.40919468]]",[2.30508992],
3858,"[[16.143091    0.51127728 -1.19801432]
 [ 0.51127728 17.8268407  -4.28061523]
 [-1.19801432 -4.28061523 26.03024879]]",[0.43775459 0.43418431 0.39399082],[-0.11523614  0.1486725   0.14355126],[-0.0220159  -0.16448108  0.05326976],"[[0.07212191]
 [0.91420965]
 [0.39877205]]",[2.37255804],
3859,"[[16.1541695   0.53357476 -1.22815334]
 [ 0.53357476 17.84668189 -4.25059189]
 [-1.22815334 -4.25059189 25.78378112]]",[0.43490322 0.43781468 0.39659857],[-0.14381747  0.17727552  0.10086948],[-0.02207867 -0.16583003  0.0512035 ],"[[0.06776698]
 [0.91193522]
 [0.40469964]]",[2.41477353],
3860,"[[16.1664676   0.55588581 -1.27028092]
 [ 0.55588581 17.85627133 -4.24185328]
 [-1.27028092 -4.24185328 25.69325924]]",[0.43308627 0.44012733 0.39770396],[-0.14268956  0.17536846  0.07229988],[-0.02198167 -0.16617336  0.05037419],"[[0.06290928]
 [0.91125216]
 [0.40701588]]",[2.44131065],
3861,"[[16.18591222  0.5805361  -1.33415759]
 [ 0.5805361  17.8128026  -4.16608779]
 [-1.33415759 -4.16608779 25.57428429]]",[0.4317058  0.44199317 0.39845148],[-0.1204236   0.15913861  0.0578403 ],[-0.02211081 -0.16617715  0.04982432],"[[0.0578336 ]
 [0.9124442 ]
 [0.40509365]]",[2.46289609],
3862,"[[16.18707287  0.61118959 -1.35932043]
 [ 0.61118959 17.99682998 -4.44106348]
 [-1.35932043 -4.44106348 25.87717787]]",[0.43006151 0.4442194  0.39903465],[-0.0903696   0.13190108  0.03714309],[-0.02229063 -0.16523649  0.05018174],"[[0.06071963]
 [0.90721335]
 [0.41626561]]",[2.42531851],
3863,"[[16.23532827  0.67007648 -1.5121694 ]
 [ 0.67007648 17.90798358 -4.30576882]
 [-1.5121694  -4.30576882 25.71687873]]",[0.42843811 0.44631701 0.3993667 ],[-0.10290061  0.1351545   0.02146073],[-0.02264483 -0.164878    0.04970216],"[[0.05003529]
 [0.91020703]
 [0.41111997]]",[2.44011244],
3864,"[[16.29697289  0.69678727 -1.64856   ]
 [ 0.69678727 17.63487143 -3.86801506]
 [-1.64856    -3.86801506 25.15150895]]",[0.4268521  0.44819687 0.39939008],[-0.13128267  0.15257104 -0.00035211],[-0.02262369 -0.16564684  0.04831518],"[[0.03300239]
 [0.91845614]
 [0.39414359]]",[2.51906885],
3865,"[[16.26043631  0.66663768 -1.55644256]
 [ 0.66663768 17.70638958 -3.98401924]
 [-1.55644256 -3.98401924 25.30175001]]",[0.42343067 0.45198685 0.39876234],[-0.13376751  0.14309658 -0.04127208],[-0.02282973 -0.16514737  0.04846272],"[[0.04394379]
 [0.91566233]
 [0.39953904]]",[2.47859749],
3866,"[[16.31393167  0.73378153 -1.7031926 ]
 [ 0.73378153 17.71513543 -3.98102959]
 [-1.7031926  -3.98102959 25.24043451]]",[0.42095287 0.45457284 0.39760496],[-0.12862633  0.12952354 -0.06752991],[-0.0223516  -0.16507252  0.04801223],"[[0.0280759 ]
 [0.91614043]
 [0.39987306]]",[2.50616696],
3867,"[[16.30480447  0.66683224 -1.63678041]
 [ 0.66683224 17.45885406 -3.58084628]
 [-1.63678041 -3.58084628 24.78940563]]",[0.41818459 0.45739991 0.39540417],[-0.07454837  0.07989116 -0.09736676],[-0.02176976 -0.1653302   0.04743645],"[[0.02466893]
 [0.92419782]
 [0.38111655]]",[2.58300526],
3868,"[[16.28440809  0.63344247 -1.57687417]
 [ 0.63344247 17.41082262 -3.51206279]
 [-1.57687417 -3.51206279 24.74283193]]",[0.41632465 0.45941025 0.39287875],[-0.06426858  0.07253393 -0.12206421],[-0.02118784 -0.1651969   0.04766919],"[[0.02496251]
 [0.92607471]
 [0.37651362]]",[2.59399337],
3869,"[[16.27437007  0.60487587 -1.54171903]
 [ 0.60487587 17.33350852 -3.39887166]
 [-1.54171903 -3.39887166 24.6631082 ]]",[0.4147532  0.4611654  0.39008284],[-0.0781096   0.08523247 -0.13641688],[-0.02086287 -0.1648284   0.04803484],"[[0.02492479]
 [0.92911039]
 [0.36896157]]",[2.60136433],
3870,"[[16.29526849  1.55241808 -1.13954649]
 [ 1.55241808 52.4572238  10.31531621]
 [-1.13954649 10.31531621 29.79552872]]",[0.41373562 0.46246022 0.38710194],[-0.05769367  0.0654973  -0.14849726],[-0.02078037 -0.16427421  0.04849152],"[[0.02584214]
 [0.93277636]
 [0.3595281 ]]",[2.60417503],
3871,"[[ 16.36662512   4.10999625  -0.16999638]
 [  4.10999625 143.2649583   44.23083029]
 [ -0.16999638  44.23083029  42.29595844]]",[0.41333856 0.46312045 0.38428735],[-0.02576701  0.03880875 -0.15733109],[-0.02077846 -0.16372827  0.04896067],"[[0.02636062]
 [0.93577614]
 [0.35160793]]",[2.60063918],
3872,"[[ 16.36494953   4.16432336  -0.15646243]
 [  4.16432336 143.93880312  43.46198552]
 [ -0.15646243  43.46198552  41.52460859]]",[0.41317841 0.46333594 0.38116897],[-0.00984754  0.00472282 -0.16221346],[-0.02064971 -0.16319037  0.04960824],"[[0.02683425]
 [0.93849588]
 [0.34424614]]",[2.59176619],
3873,"[[ 16.36255577   4.19036395  -0.17161982]
 [  4.19036395 144.78829707  42.44342169]
 [ -0.17161982  42.44342169  40.64367004]]",[0.41363349 0.46214937 0.37645144],[ 0.03942958 -0.09224858 -0.19204843],[-0.02048787 -0.16226457  0.0509043 ],"[[0.02707716]
 [0.94186753]
 [0.33489161]]",[2.5632511],
3874,"[[ 16.36206281   4.2104658   -0.17114742]
 [  4.2104658  145.03647256  42.13484666]
 [ -0.17114742  42.13484666  40.39670314]]",[0.41389355 0.46147129 0.37505138],[ 0.02887499 -0.09219418 -0.19425286],[-0.02043697 -0.16199615  0.05135827],"[[0.02724196]
 [0.9428456 ]
 [0.33211453]]",[2.55226254],
3875,"[[ 16.36078861   4.25277965  -0.16916572]
 [  4.25277965 145.55757777  41.47597149]
 [ -0.16916572  41.47597149  39.86989931]]",[0.41428529 0.46019667 0.3721434 ],[ 0.03489338 -0.08343713 -0.18753347],[-0.02032154 -0.16143607  0.05227316],"[[0.02759182]
 [0.94489941]
 [0.32619596]]",[2.53076719],
3876,"[[ 16.35712215   4.29185706  -0.163756  ]
 [  4.29185706 146.0766441   40.79764753]
 [ -0.163756    40.79764753  39.37391636]]",[0.41519828 0.45907439 0.36880561],[ 0.07111163 -0.0602765  -0.17478899],[-0.0201068  -0.16071139  0.05331076],"[[0.02792789]
 [0.94692864]
 [0.32022832]]",[2.50789294],
3877,"[[ 16.35712924   4.33965944  -0.14727568]
 [  4.33965944 146.27265635  40.53701806]
 [ -0.14727568  40.53701806  39.16573794]]",[0.41594951 0.45858821 0.36747539],[ 0.11036825 -0.07416108 -0.16177261],[-0.02004831 -0.16052232  0.05362702],"[[0.02830553]
 [0.94770259]
 [0.31789716]]",[2.49848946],
3878,"[[ 16.35733777   4.35801234  -0.14878071]
 [  4.35801234 146.50476399  40.22979816]
 [ -0.14878071  40.22979816  38.91390571]]",[0.41664073 0.45829378 0.36627875],[ 0.0940054  -0.04360323 -0.14424402],[-0.02002208 -0.16027014  0.05394578],"[[0.02845402]
 [0.94861996]
 [0.31513574]]",[2.49210634],
3879,"[[ 16.35773332   4.38745374  -0.151858  ]
 [  4.38745374 146.87217808  39.73503974]
 [ -0.151858    39.73503974  38.51855189]]",[0.41786739 0.45774807 0.36435751],[ 0.08608621 -0.03398631 -0.14277024],[-0.01998085 -0.15985702  0.05447231],"[[0.0286907 ]
 [0.95006854]
 [0.3107195 ]]",[2.481264],
3880,"[[ 16.36119782   4.37311543  -0.19034845]
 [  4.37311543 147.42481207  38.99312028]
 [ -0.19034845  38.99312028  37.8324339 ]]",[0.41840454 0.45760211 0.36304719],[ 0.05745011 -0.01698611 -0.13884089],[-0.0201149  -0.15953168  0.0548062 ],"[[0.0285895 ]
 [0.95227486]
 [0.30390002]]",[2.47859566],
3881,"[[ 16.39572215   5.34356353   0.19689582]
 [  5.34356353 147.85849787  38.2671291 ]
 [  0.19689582  38.2671291   37.33583617]]",[0.41883283 0.45739991 0.36195695],[ 0.0499503  -0.02124999 -0.14903095],[-0.01990921 -0.15877727  0.05573885],"[[0.03590653]
 [0.95399284]
 [0.29767159]]",[2.48288338],
3882,"[[ 16.3961579    5.37708184   0.19588961]
 [  5.37708184 148.14763522  37.84508513]
 [  0.19588961  37.84508513  37.0229505 ]]",[0.41939274 0.45697893 0.36037742],[ 0.06142356 -0.05184457 -0.15970651],[-0.01984721 -0.15843673  0.05617122],"[[0.03616458]
 [0.9551245 ]
 [0.29398861]]",[2.47439395],
3883,"[[ 16.40392175   5.59505337   0.27264067]
 [  5.59505337 148.45208436  37.36348152]
 [  0.27264067  37.36348152  36.71310283]]",[0.42044343 0.45567677 0.35763641],[ 0.06884086 -0.09151585 -0.15730256],[-0.01970412 -0.15810968  0.05688569],"[[0.03781188]
 [0.95630858]
 [0.2899037 ]]",[2.45348174],
3884,"[[ 16.40401855   5.63304543   0.26857471]
 [  5.63304543 148.78616138  36.85245664]
 [  0.26857471  36.85245664  36.38473055]]",[0.42119541 0.45457182 0.35562785],[ 0.06019084 -0.08801441 -0.1659947 ],[-0.01960471 -0.15764477  0.05757774],"[[0.03809932]
 [0.9576017 ]
 [0.28556511]]",[2.43741389],
3885,"[[ 16.35872967   4.55085168  -0.17101716]
 [  4.55085168 148.84908552  36.89055913]
 [ -0.17101716  36.89055913  36.39241124]]",[0.42143216 0.45410487 0.35446785],[ 0.04044143 -0.0680099  -0.15709098],[-0.01972572 -0.15773324  0.05750699],"[[0.03000524]
 [0.95781429]
 [0.28581719]]",[2.4189535],
3886,"[[ 16.3596889    4.6348891   -0.15055069]
 [  4.6348891  149.1891778   36.35972204]
 [ -0.15055069  36.35972204  36.02994401]]",[0.4219618  0.45338609 0.35249236],[ 0.03988512 -0.0433423  -0.13428643],[-0.0196303  -0.15729736  0.0580848 ],"[[0.03065402]
 [0.95913818]
 [0.28127262]]",[2.40662272],
3887,"[[ 1.63589140e+01  4.73582146e+00 -1.04445298e-01]
 [ 4.73582146e+00  1.49309291e+02  3.61570705e+01]
 [-1.04445298e-01  3.61570705e+01  3.59241667e+01]]",[0.42272195 0.45288755 0.35052385],[ 0.04265047 -0.01847264 -0.11818845],[-0.01944087 -0.15699429  0.05840607],"[[0.03143448]
 [0.95959859]
 [0.27961118]]",[2.3949993],
3888,"[[ 1.63694415e+01  5.00952560e+00 -7.58748654e-03]
 [ 5.00952560e+00  1.49491979e+02  3.58387625e+01]
 [-7.58748654e-03  3.58387625e+01  3.57030159e+01]]",[0.42343738 0.45258266 0.34938242],[ 0.07532344 -0.03272132 -0.11457591],[-0.01940234 -0.15674229  0.0586975 ],"[[0.03347923]
 [0.9603187 ]
 [0.27688829]]",[2.38912864],
3889,"[[ 16.41474594   6.01526921   0.36211282]
 [  6.01526921 149.97698892  34.91312683]
 [  0.36211282  34.91312683  35.14139295]]",[0.42410176 0.45231912 0.3482045 ],[ 0.07526442 -0.03871002 -0.12164131],[-0.01903905 -0.15576575  0.05977116],"[[0.04098941]
 [0.96221844]
 [0.26917566]]",[2.39727331],
3890,"[[ 16.41506613   6.03848815   0.35830208]
 [  6.03848815 150.18422959  34.56943309]
 [  0.35830208  34.56943309  34.90914946]]",[0.4245542  0.45208248 0.34703262],[ 0.03811392 -0.02092932 -0.11424762],[-0.01898244 -0.15549871  0.06006297],"[[0.04116452]
 [0.96302354]
 [0.2662539 ]]",[2.39204389],
3891,"[[ 16.41525384   6.06222337   0.35456206]
 [  6.06222337 150.39511131  34.21425415]
 [  0.35456206  34.21425415  34.67582915]]",[0.42492444 0.45178902 0.34581349],[ 0.04850589 -0.0425224  -0.12704513],[-0.01891773 -0.15521957  0.06037985],"[[0.04134393]
 [0.96384096]
 [0.26325136]]",[2.38614173],
3892,"[[ 16.40275284   5.93195001   0.29611868]
 [  5.93195001 150.69366823  33.7193644 ]
 [  0.29611868  33.7193644   34.42993381]]",[0.42545756 0.45131454 0.34411185],[ 0.0501126  -0.04539417 -0.14188812],[-0.01869798 -0.1546529   0.0611539 ],"[[0.04039724]
 [0.96497315]
 [0.25921977]]",[2.3736016],
3893,"[[ 16.41845256   6.16484584   0.34938443]
 [  6.16484584 151.01192477  33.13572372]
 [  0.34938443  33.13572372  34.01924955]]",[0.42619416 0.45062133 0.34223305],[ 0.04838996 -0.04610013 -0.13184151],[-0.01875546 -0.15443682  0.06153616],"[[0.04210452]
 [0.9662205 ]
 [0.25425413]]",[2.36061367],
3894,"[[ 16.42284751   6.2429202    0.37094641]
 [  6.2429202  151.10872043  32.95199889]
 [  0.37094641  32.95199889  33.9063512 ]]",[0.42638602 0.45044522 0.34160782],[ 0.03948996 -0.03689638 -0.12526994],[-0.01872019 -0.15429211  0.0617023 ],"[[0.04268179]
 [0.96659608]
 [0.2527257 ]]",[2.35740809],
3895,"[[ 16.43012309   6.37015926   0.40461734]
 [  6.37015926 151.2804475   32.62438097]
 [  0.40461734  32.62438097  33.7059475 ]]",[0.4266963  0.45014768 0.34050135],[ 0.03818856 -0.03646132 -0.12291129],[-0.01865667 -0.1540361   0.06199241],"[[0.04362174]
 [0.96726178]
 [0.25000359]]",[2.35188369],
3896,"[[ 16.43699317   6.48942124   0.43360593]
 [  6.48942124 151.4697334   32.2618582 ]
 [  0.43360593  32.2618582   33.48397941]]",[0.42698404 0.44986693 0.33929405],[ 0.02317229 -0.0218992  -0.11783157],[-0.01858658 -0.15375843  0.0622968 ],"[[0.04450188]
 [0.96799478]
 [0.24699328]]",[2.34629381],
3897,"[[ 16.44616116   6.66774972   0.45891089]
 [  6.66774972 151.99238369  31.26298666]
 [  0.45891089  31.26298666  32.85922064]]",[0.42740143 0.44953843 0.33609056],[ 0.01970595 -0.01375854 -0.10545585],[-0.01840394 -0.15304446  0.06298838],"[[0.04581804]
 [0.97001553]
 [0.2386851 ]]",[2.3355195],
3898,"[[ 16.45179294   6.77242616   0.47201283]
 [  6.77242616 152.29450607  30.66541945]
 [  0.47201283  30.66541945  32.4954877 ]]",[0.42764472 0.44934955 0.33419968],[ 0.0086309  -0.00741664 -0.11473529],[-0.01829495 -0.15262087  0.06338964],"[[0.04658771]
 [0.97118094]
 [0.23374593]]",[2.32933204],
3899,"[[ 16.45376527   6.82027142   0.47089238]
 [  6.82027142 152.52294052  30.20989106]
 [  0.47089238  30.20989106  32.2215011 ]]",[0.42774859 0.44923845 0.33277482],[ 0.00866872 -0.00782777 -0.11453809],[-0.0182113  -0.15230288  0.06368254],"[[0.04693968]
 [0.97206003]
 [0.22999121]]",[2.32499738],
3900,"[[ 16.45586141   6.8614846    0.47329254]
 [  6.8614846  152.6676698   29.91428259]
 [  0.47329254  29.91428259  32.04671617]]",[0.42784156 0.44915533 0.33185368],[ 0.012964   -0.01139415 -0.11512692],[-0.01815727 -0.15209595  0.06387308],"[[0.0472419 ]
 [0.97261662]
 [0.22756343]]",[2.32212561],
3901,"[[ 16.45658969   6.87420561   0.47471919]
 [  6.87420561 152.70227073  29.84245329]
 [  0.47471919  29.84245329  32.00447788]]",[0.42787111 0.44913548 0.33163065],[ 0.01557139 -0.01268451 -0.11494587],[-0.01814437 -0.15204581  0.06391876],"[[0.04733502]
 [0.97274972]
 [0.22697442]]",[2.32143956],
3902,"[[ 16.46542768   7.01365195   0.49732592]
 [  7.01365195 152.97550906  29.25796577]
 [  0.49732592  29.25796577  31.67145961]]",[0.42819814 0.44886819 0.32980632],[ 0.01780985 -0.01770337 -0.12138629],[-0.01803584 -0.15162681  0.06431834],"[[0.04835352]
 [0.97379986]
 [0.22220661]]",[2.31489728],
3903,"[[ 16.46945453   7.07846452   0.50547063]
 [  7.07846452 153.12400601  28.93626054]
 [  0.50547063  28.93626054  31.4916447 ]]",[0.42834657 0.44871583 0.32880753],[ 0.01581576 -0.01837369 -0.12860917],[-0.01797478 -0.15139617  0.06453823],"[[0.0488261 ]
 [0.97436942]
 [0.21959107]]",[2.31127893],
3904,"[[ 16.47205186   7.13012519   0.5040558 ]
 [  7.13012519 153.33296772  28.48534341]
 [  0.5040558   28.48534341  31.23780712]]",[0.42845814 0.4485892  0.32742965],[ 0.00705376 -0.00737361 -0.12087718],[-0.01789161 -0.15108366  0.06481783],"[[0.0492024 ]
 [0.97516971]
 [0.21592398]]",[2.3070989],
3905,"[[ 16.47167497   7.1365117    0.49534845]
 [  7.1365117  153.45916388  28.21494849]
 [  0.49534845  28.21494849  31.08227632]]",[0.42846633 0.44859723 0.3266216 ],[-0.00175427  0.00461574 -0.1156971 ],[-0.01784524 -0.15090664  0.064958  ],"[[0.04924897]
 [0.97565261]
 [0.21372068]]",[2.30544535],
3906,"[[ 16.46972224   7.12747557   0.47767913]
 [  7.12747557 153.6344811   27.83835289]
 [  0.47767913  27.83835289  30.86511903]]",[0.42843461 0.44865709 0.32550863],[-0.00538366  0.00680756 -0.11172408],[-0.01778274 -0.15066667  0.06513633],"[[0.04918364]
 [0.97632274]
 [0.21065347]]",[2.30365238],
3907,"[[ 16.46591416   7.10022021   0.45049856]
 [  7.10022021 153.85696239  27.35463369]
 [  0.45049856  27.35463369  30.59246541]]",[0.42835313 0.44870547 0.32408081],[-0.0054849   0.00193143 -0.1205186 ],[-0.01770026 -0.1503563   0.06537225],"[[0.0489867 ]
 [0.97717123]
 [0.20672853]]",[2.30110522],
3908,"[[ 16.47350071   7.34943415   0.55455646]
 [  7.34943415 153.97497257  26.98800124]
 [  0.55455646  26.98800124  30.78461213]]",[0.42823437 0.44873749 0.3219929 ],[-0.01235674  0.00599959 -0.12327927],[-0.01687634 -0.14881136  0.06723851],"[[0.05084716]
 [0.97756732]
 [0.2043935 ]]",[2.28118861],
3909,"[[ 16.53122317   7.82335361   0.76104887]
 [  7.82335361 152.96305738  29.0728853 ]
 [  0.76104887  29.0728853   31.76533306]]",[0.42812872 0.44879504 0.32090482],[-0.01351984  0.00785683 -0.12124172],[-0.01771044 -0.15061535  0.0651567 ],"[[0.054271  ]
 [0.97374322]
 [0.22108552]]",[2.22180642],
3910,"[[ 16.5135667    7.58488428   0.63049382]
 [  7.58488428 153.27688329  28.48743557]
 [  0.63049382  28.48743557  31.3334878 ]]",[0.42802808 0.4488668  0.32017246],[-0.01639703  0.01124918 -0.12498724],[-0.01792674 -0.15019921  0.06497451],"[[0.05248709]
 [0.97495557]
 [0.21611744]]",[2.22229459],
3911,"[[ 16.4901789    7.28769621   0.49673582]
 [  7.28769621 153.57874825  27.92122999]
 [  0.49673582  27.92122999  30.93158929]]",[0.42787676 0.44899912 0.31931985],[-0.02255378  0.02011571 -0.12201151],[-0.0180417  -0.14988449  0.06486656],"[[0.05030047]
 [0.97611413]
 [0.2113553 ]]",[2.22626481],
3912,"[[ 16.46987562   7.04995682   0.41094915]
 [  7.04995682 153.76158451  27.58153718]
 [  0.41094915  27.58153718  30.69844869]]",[0.42776499 0.44910592 0.31870646],[-0.02340477  0.02291364 -0.11915352],[-0.0180058  -0.14977904  0.06485212],"[[0.04857633]
 [0.97681109]
 [0.20851965]]",[2.23230424],
3913,"[[ 16.46763935   7.11688096   0.43512708]
 [  7.11688096 153.95069594  27.12897009]
 [  0.43512708  27.12897009  30.59251828]]",[0.427526   0.44933784 0.31717217],[-0.01507056  0.01349795 -0.11537076],[-0.01757841 -0.14895447  0.06567386],"[[0.04909047]
 [0.97751115]
 [0.20509039]]",[2.22909754],
3914,"[[ 16.40225594   6.64426873   0.27375175]
 [  6.64426873 155.08689478  24.47886649]
 [  0.27375175  24.47886649  29.76119447]]",[0.42739016 0.44944638 0.315908  ],[-0.01564647  0.01096808 -0.11457283],[-0.01596785 -0.14566235  0.06945604],"[[0.04577724]
 [0.98174357]
 [0.18461856]]",[2.27975186],
3915,"[[ 16.42423026   6.98296761   0.39871948]
 [  6.98296761 155.00476267  24.59287948]
 [  0.39871948  24.59287948  29.88414163]]",[0.42717998 0.44959507 0.31462486],[-0.02120832  0.01490415 -0.11383236],[-0.01572457 -0.14589971  0.06983867],"[[0.04824856]
 [0.98143146]
 [0.1856458 ]]",[2.26836107],
3916,"[[ 16.43839096   7.05287307   0.38287293]
 [  7.05287307 155.05740797  24.47683096]
 [  0.38287293  24.47683096  29.44558089]]",[0.42688887 0.44981073 0.31334378],[-0.02630768  0.02034405 -0.11309498],[-0.01635072 -0.14748178  0.06844367],"[[0.04871916]
 [0.98168205]
 [0.1841923 ]]",[2.26296782],
3917,"[[ 16.45127287   7.06625804   0.32954778]
 [  7.06625804 154.98997792  24.08994537]
 [  0.32954778  24.08994537  28.88345906]]",[0.42658798 0.45006798 0.3121373 ],[-0.02560949  0.0216497  -0.10759163],[-0.01710043 -0.14874882  0.06700226],"[[0.04884445]
 [0.98228709]
 [0.18090408]]",[2.26049736],
3918,"[[ 16.43801706   6.88999526   0.25900578]
 [  6.88999526 155.363675    23.76700635]
 [  0.25900578  23.76700635  28.66946152]]",[0.42641323 0.45022528 0.31139678],[-0.02121398  0.01861298 -0.10660937],[-0.01715303 -0.14856389  0.06692251],"[[0.04749307]
 [0.9828895 ]
 [0.17796807]]",[2.26353498],
3919,"[[ 16.42337325   6.68998919   0.17858099]
 [  6.68998919 155.58721475  23.22612034]
 [  0.17858099  23.22612034  28.36580921]]",[0.42619693 0.45041058 0.31022068],[-0.01711537  0.01408806 -0.10530891],[-0.01717605 -0.14828107  0.06692147],"[[0.04605323]
 [0.9837324 ]
 [0.17363658]]",[2.26605392],
3920,"[[ 1.63499350e+01  5.41332252e+00 -1.24126096e-01]
 [ 5.41332252e+00  1.39061936e+02  1.92777618e+01]
 [-1.24126096e-01  1.92777618e+01  2.74719703e+01]]",[0.42592518 0.45062815 0.30907847],[-0.0233263   0.02058037 -0.10077794],[-0.01692017 -0.14713801  0.0677881 ],"[[0.04211459]
 [0.98538323]
 [0.16506438]]",[2.27837304],
3921,"[[16.20932095  2.17044128 -0.63919712]
 [ 2.17044128 62.35342252  6.6871501 ]
 [-0.63919712  6.6871501  25.38592744]]",[0.42567297 0.45082418 0.30828361],[-0.03124657  0.024603   -0.09888746],[-0.01690087 -0.14794882  0.06684943],"[[0.042754  ]
 [0.98426193]
 [0.17146588]]",[2.25950111],
3922,"[[16.10112066  0.15127848 -0.89712599]
 [ 0.15127848 16.22631555 -1.34211794]
 [-0.89712599 -1.34211794 23.95915526]]",[0.42529061 0.45112154 0.30730885],[-0.03793946  0.03112131 -0.09515624],[-0.01680219 -0.14777488  0.06657321],"[[0.04963815]
 [0.9839309 ]
 [0.17151104]]",[2.25090033],
3923,"[[16.10167869  0.14417924 -0.88802577]
 [ 0.14417924 16.20444456 -1.25921064]
 [-0.88802577 -1.25921064 23.75570379]]",[0.42432547 0.45227986 0.30571148],[-0.04904127  0.07576355 -0.06788834],[-0.01673034 -0.14766072  0.06609091],"[[0.04876094]
 [0.98500237]
 [0.16550741]]",[2.27177563],
3924,"[[16.15119592  0.15740184 -1.05362783]
 [ 0.15740184 16.16386249 -1.09687458]
 [-1.05362783 -1.09687458 23.3423383 ]]",[0.42384704 0.45323444 0.30517321],[-0.0498798   0.10365885 -0.04796383],[-0.01766883 -0.14760071  0.06524913],"[[0.03890137]
 [0.98744516]
 [0.15309715]]",[2.32567852],
3925,"[[16.20247344  0.17749222 -1.21257871]
 [ 0.17749222 16.15559318 -1.06297043]
 [-1.21257871 -1.06297043 23.26192584]]",[0.42345205 0.45428301 0.30484922],[-0.04573137  0.12120383 -0.03433465],[-0.01857789 -0.14720536  0.06507841],"[[0.03154422]
 [0.98819554]
 [0.14991512]]",[2.32605414],
3926,"[[16.1670399   0.15759855 -1.09418021]
 [ 0.15759855 16.14869083 -1.03233544]
 [-1.09418021 -1.03233544 23.16733147]]",[0.42236891 0.45732568 0.30460816],[-0.06874286  0.17631022 -0.0021704 ],[-0.01871301 -0.14713859  0.06457992],"[[0.04213388]
 [0.98797917]
 [0.14873429]]",[2.36359766],
